candidate_name,start of T90-F (UTC),T90-F,start of T90(UTC),T90,SNR
220503A,2022-05-03T04:36:12.032009,33.66,-,-,-
220503B,2022-05-03T13:25:07.542886,33.28,-,-,-
220503C,2022-05-03T13:26:40.262883,50.56,-,-,-
220503D,2022-05-03T13:27:40.470875,100.35,-,-,-
220503E,2022-05-03T20:51:38.544039,31.04,-,-,-
220503F,2022-05-03T22:15:43.088546,46.85,-,-,-
220504A,2022-05-04T13:27:24.167775,53.76,-,-,-
220504B,2022-05-04T15:05:39.712115,24.83,-,-,-
220505A,2022-05-05T11:58:46.145372,31.94,-,-,-
220505B,2022-05-05T14:31:10.463234,63.3,-,-,-
220505C,2022-05-05T14:51:41.583237,28.03,-,-,-
220505D,2022-05-05T17:02:45.536251,29.5,-,-,-
220505E,2022-05-05T17:57:45.490498,40.13,-,-,-
220506A,2022-05-06T13:06:14.976213,31.23,-,-,-
220506B,2022-05-06T15:52:21.046694,41.28,-,-,-
220507A,2022-05-07T00:52:28.209171,41.73,-,-,-
220507B,2022-05-07T01:35:01.634430,31.68,-,-,-
220507C,2022-05-07T15:49:50.173456,31.1,-,-,-
220507D,2022-05-07T20:03:53.424862,17.86,2022-05-07T20:04:03.536858,1.02,7.09
220508A,2022-05-08T07:45:29.192379,34.24,2022-05-08T07:45:36.744378,83.2,178.01
220508B,2022-05-08T13:44:05.000000,49.92,-,-,-
220508C,2022-05-08T14:30:29.040627,40.9,-,-,-
220508D,2022-05-08T15:22:46.000000,27.9,-,-,-
220509A,2022-05-09T04:44:08.051407,25.54,-,-,-
220509B,2022-05-09T06:05:55.136142,34.11,-,-,-
220509C,2022-05-09T10:50:57.604989,32.45,-,-,-
220509D,2022-05-09T12:41:18.352279,41.28,-,-,-
220509E,2022-05-09T13:47:13.663472,19.9,-,-,-
220509F,2022-05-09T15:12:49.993757,31.62,-,-,-
220510A,2022-05-10T00:51:46.481930,17.09,2022-05-10T00:51:56.337924,0.19,8.26
220510B,2022-05-10T10:15:02.800768,25.34,-,-,-
220510C,2022-05-10T10:30:11.408773,43.78,-,-,-
220510D,2022-05-10T20:04:12.308549,29.44,-,-,-
220511A,2022-05-11T12:38:30.113090,30.46,-,-,-
220511B,2022-05-11T13:30:43.147287,19.14,-,-,-
220512A,2022-05-12T08:13:57.569435,42.37,2022-05-12T08:14:24.385422,9.34,6.99
220512B,2022-05-12T08:16:20.001422,37.38,2022-05-12T08:16:35.169422,17.34,11.92
220512C,2022-05-12T10:28:05.952576,36.22,-,-,-
220512D,2022-05-12T11:16:54.274124,40.0,-,-,-
220513A,2022-05-13T06:04:09.728714,17.54,-,-,-
220513B,2022-05-13T07:49:29.387376,44.61,-,-,-
220513C,2022-05-13T07:50:40.603370,35.46,-,-,-
220513D,2022-05-13T09:37:28.319943,33.6,-,-,-
220513E,2022-05-13T10:55:47.000000,78.46,-,-,-
220513F,2022-05-13T13:04:46.992145,28.42,-,-,-
220513G,2022-05-13T15:11:26.866286,15.74,2022-05-13T15:11:37.362280,0.26,5.77
220514A,2022-05-14T05:50:10.701392,25.22,-,-,-
220514B,2022-05-14T14:23:59.101268,54.46,2022-05-14T14:24:14.525268,40.19,68.42
220514C,2022-05-14T14:44:09.101268,42.75,-,-,-
220515A,2022-05-15T02:11:55.208569,74.62,-,-,-
220515B,2022-05-15T03:51:38.408005,86.53,-,-,-
220515C,2022-05-15T05:30:59.000000,21.63,-,-,-
220515D,2022-05-15T07:19:29.064212,15.81,-,-,-
220515E,2022-05-15T19:50:08.770534,31.94,2022-05-15T19:50:17.410526,25.02,73.65
220515F,2022-05-15T23:50:11.328958,24.51,-,-,-
220516A,2022-05-16T10:33:00.211299,19.26,-,-,-
220516B,2022-05-16T17:43:10.592994,23.62,-,-,-
220517A,2022-05-17T08:30:20.071216,30.72,-,-,-
220517B,2022-05-17T17:25:04.161726,20.8,-,-,-
220517C,2022-05-17T17:51:26.897715,43.39,-,-,-
220517D,2022-05-17T20:46:08.545309,24.32,-,-,-
220518A,2022-05-18T08:07:21.000000,64.7,-,-,-
220518B,2022-05-18T13:13:52.428346,26.18,-,-,-
220518C,2022-05-18T13:27:07.708350,24.58,-,-,-
220519A,2022-05-19T08:58:39.935632,22.02,-,-,-
220519B,2022-05-19T11:12:03.778142,27.71,-,-,-
220520A,2022-05-20T07:45:29.783193,80.13,-,-,-
220520B,2022-05-20T07:47:01.799190,98.11,-,-,-
220520C,2022-05-20T07:48:29.975186,39.17,-,-,-
220520D,2022-05-20T10:57:47.629326,7.81,-,-,-
220520E,2022-05-20T13:58:22.656696,25.66,-,-,-
220521A,2022-05-21T06:23:17.040590,32.9,-,-,-
220521B,2022-05-21T09:11:42.583379,16.38,-,-,-
220521C,2022-05-21T12:08:01.712160,19.46,-,-,-
220522A,2022-05-22T01:44:59.633103,40.13,-,-,-
220522B,2022-05-22T12:24:05.984034,25.6,-,-,-
220522C,2022-05-22T12:57:21.408037,31.68,-,-,-
220522D,2022-05-22T16:41:20.080019,29.44,-,-,-
220522E,2022-05-22T17:58:54.337697,20.54,-,-,-
220522F,2022-05-22T20:58:33.538174,47.49,2022-05-22T20:58:38.594162,30.78,44.2
220523A,2022-05-23T05:58:08.071889,31.04,-,-,-
220523B,2022-05-23T07:58:44.672043,24.45,-,-,-
220524A,2022-05-24T02:42:50.752652,32.13,-,-,-
220524B,2022-05-24T03:29:35.331540,24.13,-,-,-
220524C,2022-05-24T05:39:36.362680,20.61,-,-,-
220524D,2022-05-24T18:23:40.003910,21.25,-,-,-
220525A,2022-05-25T02:00:59.312143,20.74,2022-05-25T02:00:56.240132,23.42,28.86
220525B,2022-05-25T03:13:57.143544,27.46,-,-,-
220525C,2022-05-25T03:45:30.183547,25.02,-,-,-
220525D,2022-05-25T09:44:41.178902,29.76,-,-,-
220525E,2022-05-25T14:24:19.808655,23.74,-,-,-
220526A,2022-05-26T02:16:31.972740,24.9,2022-05-26T02:16:47.140738,68.74,33.53
220526B,2022-05-26T09:12:11.793365,19.14,-,-,-
220526C,2022-05-26T10:38:30.049906,27.01,-,-,-
220526D,2022-05-26T11:54:33.889503,26.05,-,-,-
220526E,2022-05-26T20:15:58.576307,17.41,-,-,-
220527A,2022-05-27T03:36:43.120964,29.25,-,-,-
220527B,2022-05-27T08:26:06.736028,26.69,-,-,-
220527C,2022-05-27T21:33:06.456007,76.48,-,-,-
220527D,2022-05-27T22:08:00.432768,20.03,2022-05-27T22:08:09.776760,0.58,8.1
220528A,2022-05-28T01:08:29.424929,40.51,-,-,-
220528B,2022-05-28T02:56:16.321849,30.27,-,-,-
220528C,2022-05-28T03:00:10.928449,33.86,-,-,-
220528D,2022-05-28T11:20:22.080124,22.14,-,-,-
220528E,2022-05-28T15:43:50.001464,38.02,-,-,-
220528F,2022-05-28T18:28:26.048051,20.86,-,-,-
220528G,2022-05-28T23:56:50.341564,27.9,-,-,-
220529A,2022-05-29T04:55:37.616176,37.89,-,-,-
220529B,2022-05-29T09:53:00.002198,45.06,-,-,-
220529C,2022-05-29T12:29:29.136005,24.45,2022-05-29T12:29:31.248002,25.22,21.19
220529D,2022-05-29T13:37:36.560213,44.1,-,-,-
220530A,2022-05-30T06:08:18.609969,36.99,-,-,-
220531A,2022-05-31T03:07:22.136016,20.8,-,-,-
220531B,2022-05-31T07:52:39.792075,30.14,-,-,-
220531C,2022-05-31T09:24:00.098189,20.99,-,-,-
220531D,2022-05-31T13:10:17.760699,42.18,-,-,-
220531E,2022-05-31T21:12:40.002086,25.15,-,-,-
220601A,2022-06-01T00:19:17.330147,23.68,-,-,-
220601B,2022-06-01T01:53:52.402892,18.24,-,-,-
220601C,2022-06-01T02:11:35.696352,34.43,-,-,-
220601D,2022-06-01T09:57:06.560094,44.54,-,-,-
220601E,2022-06-01T12:32:31.968123,18.24,2022-06-01T12:32:42.144108,0.13,8.71
220601F,2022-06-01T13:04:25.424279,39.81,2022-06-01T13:04:23.056270,22.66,6.46
220601G,2022-06-01T15:30:24.496580,45.44,-,-,-
220601H,2022-06-01T22:27:56.207522,20.42,-,-,-
220602A,2022-06-02T00:08:46.512802,23.42,-,-,-
220602B,2022-06-02T01:45:48.737946,33.6,-,-,-
220602C,2022-06-02T02:26:55.824226,24.19,-,-,-
220602D,2022-06-02T03:41:00.425704,28.1,-,-,-
220602E,2022-06-02T03:44:50.345706,30.46,-,-,-
220602F,2022-06-02T08:11:44.720315,30.4,-,-,-
220603A,2022-06-03T00:07:34.129054,22.02,-,-,-
220603B,2022-06-03T02:17:46.528168,21.5,-,-,-
220603C,2022-06-03T08:21:03.040518,20.86,-,-,-
220603D,2022-06-03T12:34:20.688533,29.25,-,-,-
220603E,2022-06-03T14:12:05.328344,44.61,-,-,-
220603F,2022-06-03T20:02:28.448746,32.96,-,-,-
220603G,2022-06-03T21:38:12.095276,34.82,-,-,-
220603H,2022-06-03T21:42:10.655279,21.38,-,-,-
220603I,2022-06-03T23:56:56.758624,28.22,-,-,-
220604A,2022-06-04T06:46:05.536726,15.81,2022-06-04T06:46:14.176722,3.52,4.34
220604B,2022-06-04T08:14:01.217131,38.72,-,-,-
220604C,2022-06-04T14:47:16.039675,20.16,-,-,-
220604D,2022-06-04T21:53:00.425900,20.1,-,-,-
220605A,2022-06-05T00:17:30.464174,29.31,-,-,-
220605B,2022-06-05T13:32:08.416515,37.82,-,-,-
220605C,2022-06-05T17:51:50.384170,24.64,-,-,-
220605D,2022-06-05T22:23:01.896013,39.04,-,-,-
220606A,2022-06-06T03:56:30.354178,26.43,-,-,-
220606B,2022-06-06T11:49:07.152108,22.78,-,-,-
220606C,2022-06-06T14:43:39.646134,24.26,2022-06-06T14:43:41.502130,21.5,12.92
220606D,2022-06-06T18:05:46.432820,30.85,-,-,-
220606E,2022-06-06T22:33:13.278320,23.74,-,-,-
220607A,2022-06-07T00:22:56.057874,37.31,-,-,-
220607B,2022-06-07T00:41:16.057874,22.59,-,-,-
220607C,2022-06-07T02:08:00.944038,40.13,-,-,-
220607D,2022-06-07T13:17:36.544667,43.39,-,-,-
220607E,2022-06-07T15:33:06.062563,4.03,-,-,-
220607F,2022-06-07T15:34:55.998563,4.1,-,-,-
220607G,2022-06-07T15:39:18.094552,72.0,-,-,-
220607H,2022-06-07T15:41:07.902552,72.19,-,-,-
220607I,2022-06-07T17:15:11.070995,3.01,-,-,-
220607J,2022-06-07T17:18:51.070995,3.01,-,-,-
220607K,2022-06-07T17:19:27.406983,76.67,-,-,-
220607L,2022-06-07T18:32:52.400015,25.54,-,-,-
220607M,2022-06-07T18:56:30.021852,77.5,-,-,-
220607N,2022-06-07T18:57:44.453852,3.07,-,-,-
220607O,2022-06-07T18:55:47.589852,20.8,-,-,-
220607P,2022-06-07T19:22:34.288073,28.61,-,-,-
220607Q,2022-06-07T20:34:17.000000,21.12,-,-,-
220607R,2022-06-07T20:34:59.432000,77.5,-,-,-
220607S,2022-06-07T21:56:21.712433,28.22,-,-,-
220607T,2022-06-07T22:14:11.000000,24.38,-,-,-
220607U,2022-06-07T23:54:00.000000,26.56,-,-,-
220608A,2022-06-08T01:29:51.000000,102.53,-,-,-
220608B,2022-06-08T13:32:28.000000,109.06,-,-,-
220608C,2022-06-08T15:21:39.992689,3.46,-,-,-
220608D,2022-06-08T15:23:27.368689,6.08,-,-,-
220608E,2022-06-08T15:25:20.376689,3.07,-,-,-
220608F,2022-06-08T15:26:00.808678,72.64,-,-,-
220608G,2022-06-08T17:03:26.321833,3.2,-,-,-
220608H,2022-06-08T17:04:07.009814,72.51,-,-,-
220608I,2022-06-08T17:05:16.449814,3.07,-,-,-
220608J,2022-06-08T17:03:19.585814,25.15,-,-,-
220608K,2022-06-08T17:14:19.585814,19.58,-,-,-
220608L,2022-06-08T18:19:09.720014,33.22,-,-,-
220608M,2022-06-08T18:42:03.958666,28.54,-,-,-
220608N,2022-06-08T18:42:44.214666,79.68,-,-,-
220608O,2022-06-08T19:58:25.727326,23.3,-,-,-
220608P,2022-06-08T20:27:42.660622,19.07,-,-,-
220608Q,2022-06-08T21:37:07.826862,35.26,-,-,-
220608R,2022-06-08T21:42:40.896015,31.04,-,-,-
220608S,2022-06-08T22:00:16.652478,26.24,-,-,-
220608T,2022-06-08T23:40:12.000000,25.54,-,-,-
220609A,2022-06-09T01:14:42.000000,85.25,-,-,-
220609B,2022-06-09T02:28:29.952261,23.81,-,-,-
220609C,2022-06-09T04:42:54.592349,36.74,-,-,-
220609D,2022-06-09T11:22:03.377516,19.01,2022-06-09T11:22:07.793514,11.9,4.12
220609E,2022-06-09T13:20:04.451738,115.39,-,-,-
220609F,2022-06-09T13:21:54.451738,115.46,-,-,-
220609G,2022-06-09T13:23:47.523739,116.86,-,-,-
220609H,2022-06-09T13:25:37.715739,116.67,-,-,-
220609I,2022-06-09T13:27:24.451738,115.97,-,-,-
220609J,2022-06-09T15:08:19.128285,3.26,-,-,-
220609K,2022-06-09T15:10:09.320285,3.07,-,-,-
220609L,2022-06-09T15:11:24.568280,37.82,-,-,-
220609M,2022-06-09T15:12:42.312274,70.08,-,-,-
220609N,2022-06-09T16:49:47.890543,3.07,-,-,-
220609O,2022-06-09T16:50:27.618524,73.34,-,-,-
220609P,2022-06-09T16:49:41.026524,28.1,-,-,-
220609Q,2022-06-09T18:28:17.200138,20.03,-,-,-
220609R,2022-06-09T18:29:02.896138,74.24,-,-,-
220609S,2022-06-09T19:10:18.018041,41.92,-,-,-
220609T,2022-06-09T21:01:11.088795,27.84,-,-,-
220609U,2022-06-09T22:59:25.952736,33.98,-,-,-
220610A,2022-06-10T17:19:54.832987,15.1,-,-,-
220610B,2022-06-10T18:28:43.994382,31.87,-,-,-
220610C,2022-06-10T19:57:59.998696,32.0,-,-,-
220610D,2022-06-10T22:15:13.201955,38.66,-,-,-
220610E,2022-06-10T23:17:43.299468,22.4,-,-,-
220611A,2022-06-11T02:59:30.559935,16.64,-,-,-
220611B,2022-06-11T11:59:33.249191,19.14,-,-,-
220611C,2022-06-11T16:33:51.644704,42.24,-,-,-
220611D,2022-06-11T18:33:17.544834,30.98,-,-,-
220611E,2022-06-11T21:25:54.191046,24.83,-,-,-
220611F,2022-06-11T23:03:21.916784,27.58,-,-,-
220611G,2022-06-11T23:27:24.524786,39.04,-,-,-
220612A,2022-06-12T01:23:03.537572,16.64,-,-,-
220612B,2022-06-12T03:08:19.184177,25.66,-,-,-
220612C,2022-06-12T07:10:27.232658,21.95,-,-,-
220612D,2022-06-12T13:07:28.243421,20.16,-,-,-
220612E,2022-06-12T16:25:04.933174,23.68,2022-06-12T16:25:13.509160,13.31,12.72
220612F,2022-06-12T17:02:48.288129,31.3,-,-,-
220612G,2022-06-12T17:51:36.389086,46.34,-,-,-
220612H,2022-06-12T18:31:24.832212,42.94,-,-,-
220612I,2022-06-12T19:06:32.192388,47.74,-,-,-
220613A,2022-06-13T14:34:06.202888,24.26,-,-,-
220613B,2022-06-13T16:40:26.640179,32.9,-,-,-
220613C,2022-06-13T19:38:08.727886,21.89,-,-,-
220613D,2022-06-13T20:27:38.816521,32.32,-,-,-
220614A,2022-06-14T15:57:38.616877,30.85,-,-,-
220614B,2022-06-14T19:04:27.675967,29.25,-,-,-
220614C,2022-06-14T19:43:26.795972,22.08,-,-,-
220615A,2022-06-15T02:26:27.345209,28.54,-,-,-
220615B,2022-06-15T13:55:15.749186,26.5,-,-,-
220615C,2022-06-15T15:58:23.872464,21.89,-,-,-
220615D,2022-06-15T18:25:07.680192,24.64,-,-,-
220615E,2022-06-15T18:26:07.144015,25.79,-,-,-
220616A,2022-06-16T04:59:12.960250,21.44,-,-,-
220616B,2022-06-16T06:12:05.778202,32.58,-,-,-
220616C,2022-06-16T13:40:56.185968,18.18,2022-06-16T13:41:02.201954,13.44,37.08
220616D,2022-06-16T18:38:16.205141,22.78,-,-,-
220617A,2022-06-17T03:37:51.280353,38.66,-,-,-
220618A,2022-06-18T00:11:02.736008,32.19,-,-,-
220618B,2022-06-18T16:29:16.094950,48.64,-,-,-
220618C,2022-06-18T17:45:07.992015,26.94,-,-,-
220619A,2022-06-19T02:06:23.042068,34.24,-,-,-
220619B,2022-06-19T13:26:19.600452,21.82,-,-,-
220619C,2022-06-19T14:36:29.800470,41.22,-,-,-
220619D,2022-06-19T20:46:01.312348,19.39,-,-,-
220619E,2022-06-19T23:25:01.664021,23.68,-,-,-
220620A,2022-06-20T04:05:54.113518,18.24,-,-,-
220620B,2022-06-20T11:18:47.306357,21.57,-,-,-
220620C,2022-06-20T12:49:06.828976,29.44,-,-,-
220620D,2022-06-20T15:21:06.112535,32.26,-,-,-
220620E,2022-06-20T19:26:59.157611,28.42,-,-,-
220620F,2022-06-20T21:38:50.080469,25.73,2022-06-20T21:38:55.264464,24.06,65.09
220621A,2022-06-21T04:17:07.552296,36.29,-,-,-
220621B,2022-06-21T11:04:53.522402,36.42,-,-,-
220621C,2022-06-21T20:45:19.728083,16.19,-,-,-
220621D,2022-06-21T21:07:20.240746,33.73,-,-,-
220622A,2022-06-22T02:32:50.000030,43.65,-,-,-
220622B,2022-06-22T03:21:50.000338,40.9,-,-,-
220622C,2022-06-22T12:13:47.864126,37.18,-,-,-
220622D,2022-06-22T13:27:01.776093,28.16,-,-,-
220622E,2022-06-22T14:15:24.721185,25.02,-,-,-
220622F,2022-06-22T16:27:01.776697,28.16,-,-,-
220622G,2022-06-22T16:47:49.648685,30.34,-,-,-
220622H,2022-06-22T19:35:14.752766,39.1,-,-,-
220623A,2022-06-23T12:01:53.569702,27.46,-,-,-
220623B,2022-06-23T12:03:30.001700,23.74,-,-,-
220623C,2022-06-23T13:36:49.000000,35.39,-,-,-
220623D,2022-06-23T15:15:31.000000,27.26,-,-,-
220623E,2022-06-23T17:04:16.336240,57.41,-,-,-
220624A,2022-06-24T00:59:27.678466,32.26,-,-,-
220624B,2022-06-24T02:11:29.168328,34.62,-,-,-
220624C,2022-06-24T10:42:58.220903,21.06,-,-,-
220624D,2022-06-24T18:02:19.488207,15.81,2022-06-24T18:02:28.064200,0.58,6.38
220624E,2022-06-24T18:16:35.778199,16.58,-,-,-
220625A,2022-06-25T22:59:15.906572,44.03,2022-06-25T22:59:16.674560,29.63,13.54
220626A,2022-06-26T17:46:04.128524,41.28,2022-06-26T17:46:11.872520,25.66,5.2
220626B,2022-06-26T17:59:21.792783,38.14,-,-,-
220626C,2022-06-26T18:20:40.896777,37.89,-,-,-
220626D,2022-06-26T22:06:35.776704,44.16,-,-,-
220627A,2022-06-27T00:19:34.864466,35.07,-,-,-
220627B,2022-06-27T01:57:51.744092,22.34,-,-,-
220627C,2022-06-27T10:38:37.448014,31.49,-,-,-
220627D,2022-06-27T11:51:54.344370,25.6,-,-,-
220627E,2022-06-27T12:20:27.120017,18.82,-,-,-
220627F,2022-06-27T13:01:13.328260,36.61,-,-,-
220627G,2022-06-27T21:23:40.000472,22.72,-,-,-
220627H,2022-06-27T21:25:30.000472,19.84,2022-06-27T21:25:40.432472,5.38,20.84
220628A,2022-06-28T01:22:33.969807,22.02,-,-,-
220628B,2022-06-28T12:32:45.456707,41.47,-,-,-
220628C,2022-06-28T19:50:24.961643,31.36,-,-,-
220629A,2022-06-29T06:04:30.482628,31.36,-,-,-
220629B,2022-06-29T06:12:06.866631,28.67,-,-,-
220629C,2022-06-29T08:56:50.999708,50.43,-,-,-
220629D,2022-06-29T21:59:25.629624,34.3,-,-,-
220629E,2022-06-29T22:37:51.728557,38.21,-,-,-
220630A,2022-06-30T03:46:56.053822,24.7,-,-,-
220630B,2022-06-30T05:42:16.311540,23.94,-,-,-
220630C,2022-06-30T07:09:46.101652,31.49,-,-,-
220630D,2022-06-30T11:24:26.274214,22.78,-,-,-
220630E,2022-06-30T13:55:56.992727,29.44,-,-,-
220630F,2022-06-30T14:32:02.208110,34.88,-,-,-
220630G,2022-06-30T19:54:50.002702,33.09,-,-,-
